id,query,syntax,semantic,results,correctness level,normalized value,,,
10,"SELECT * FROM Writes, Artist, Track WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,2,2,27,1,,,
7,"SELECT * FROM Writes, Artist, Track WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,2,2,27,1,,,
350,"SELECT * FROM Writes, Artist, Track Where Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.title = 'Californication' ;",2,0,0,3,0.0769231,,,
157,SELECT * FROM artist JOIN writes ON Artist.artist_id = Writes.artist_id JOIN track ON writes.track_id = track.track_id WHERE track_title = 'Californication';,2,2,2,27,1,,,
89,SELECT * FROM track t JOIN writes w ON t.track_id = w.track_id JOIN artist a ON a.artist_id = w.artist_id WHERE t.track_title = 'Californication';,2,2,2,27,1,,,
248,"SELECT * FROM track, writes, artist WHERE track.track_id=writes.track_id AND track.track_title='Californication';",2,0,0,3,0.0769231,,,
178,"SELECT * from Track, Writes, Artist WHERE Track.track_id = Writes.track_id AND Track.track_title = 'Californication' AND Writes.artist_id=Artist.artist_id;",2,2,2,27,1,,,
3,"SELECT *; FROM Track, Writes, Artist; WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication'",0,0,0,1,0,,,
51,"SELECT *FROM Track, Writes, Artist WHERE Track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,2,2,27,1,,,
147,"SELECT *FROM Track, Writes, Artist WHERE Track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,2,2,27,1,,,
110,"SELECT A.name FROM Artist A, Writes W, Track T WHERE A.artist_id = W.artist_id AND W.track_id = T.track_id AND T.track_title = 'Californication'; ",2,0,1,12,0.423077,,,
261,"SELECT A.name FROM Track T, Writes W, Artist A WHERE W.artist_id=A.artist_id AND T.track_id=W.track_id AND T.track_title='Californication' ;",2,0,1,12,0.423077,,,
57,"SELECT Artist FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.title = 'Californication'; ",2,0,0,3,0.0769231,,,
98,"SELECT Artist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
247,"SELECT Artist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication'; ",2,0,1,12,0.423077,,,
74,"SELECT Artist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND track.track_title='Californication';",2,0,1,12,0.423077,,,
69,SELECT Artist as Name FROM (Track AND Writes AND Artist) WHERE (Writes.artist_id = Artist.artist_id AND Track.track_id = Wrties.track_id AND Track.title = 'Californication');,0,0,0,1,0,,,
29,"SELECT Artist.artist FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication'; ",2,0,0,3,0.0769231,,,
185,"SELECT Artist.artist_id,Writes.artist_id FROM Track CROSS JOIN Writes CROSS JOIN Artist WHERE Track.track_id=Writes.track_id AND Track.track_title='Californication' AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
309,SELECT Artist.artist_name FROM (Track INNER JOIN (Writes INNER JOIN Artist ON Writes.artist_id = Artist.artist_id) ON Writes.track_id = Track.track_id) WHERE Track.track_title = 'Californication';,2,0,0,3,0.0769231,,,
159,"SELECT Artist.name	 FROM Artist, Writes, Track WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
250,"SELECT Artist.name FROM Artist, Track, Writes WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
30,"SELECT Artist.name FROM Artist, Writes,Track WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
269,"SELECT Artist.name FROM Track , Writes , Artist WHERE Track.title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id; ",2,0,0,3,0.0769231,,,
288,"SELECT Artist.name FROM Track, Writes, Artist WHERE Track.track_id=Writes.track_id AND Track.track_title = 'Californication' AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
272,"SELECT Artist.name FROM Track, Writes, Artist WHERE Track.track_id=Writes.track_id AND Writes.artist_id = Artist.artist_id AND Track.track_title = 'Californication'; ",2,0,1,12,0.423077,,,
230,"SELECT Artist.name FROM Track, Writes, Artist WHERE Track.track_title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
339,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
134,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id WHERE Track.title = 'Californication'",0,0,0,1,0,,,
290,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
218,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication';",2,0,0,3,0.0769231,,,
32,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication' ",2,0,1,12,0.423077,,,
75,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
276,"SELECT Artist.name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
231,"SELECT Artist.name FROM Track,Writes,Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
195,"SELECT Artist.name, Writes.role FROM Artist, Track, Writes WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
286,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
277,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE Track.track_title='Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id; ",2,0,1,12,0.423077,,,
17,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE Track.track_title='Californication' and Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
236,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE Writes.artist_id == Artist.artist_id AND Track.track_id == Writes.track_id AND Track.track_title == 'Californication';",2,0,0,3,0.0769231,,,
249,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
188,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
221,"SELECT Artist.name, Writes.role FROM Track, Writes, Artist WHERE track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
297,"SELECT Artist.name, Writes.role FROM artist, writes, Track WHERE Artist.artist_id = Writes.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
186,"SELECT Artist.name, Writes.role from Track, Artist, Writes WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
118,"SELECT Artist.name, role FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
312,"SELECT DISTINCT * FROM Track T, Writes W, Artist A WHERE T.track_title='Californication' AND T.track_id=W.track_id AND W.artist_id=A.artist_id;",2,2,2,27,1,,,
232,"SELECT DISTINCT * FROM Track T, Writes W, Artist A WHERE T.track_title='Californication' AND T.track_id=W.track_id AND W.artist_id=A.artist_id;",2,2,2,27,1,,,
316,"SELECT DISTINCT * FROM Track, Writes, Artist WHERE Track.track_title ='Californication' AND Track.track_id=Writes.track_id AND Writes.Artist_id = Artist.artist_id;",2,2,2,27,1,,,
302,"SELECT DISTINCT * FROM Track, Writes, Artist WHERE Track.track_title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,2,2,27,1,,,
165,"SELECT DISTINCT * FROM Track, Writes, Artist WHERE Track.track_title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id; ",2,2,2,27,1,,,
12,"SELECT DISTINCT * FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Writes.track_id = Track.track_id AND Track.track_title = 'Californication';",2,2,2,27,1,,,
9,"SELECT DISTINCT * FROM Writes, Artist, Track WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,2,2,27,1,,,
176,"SELECT DISTINCT A.name, W.role FROM Artist A, Track T, Writes W WHERE W.track_id = T.track_id AND W.artist_id = A.artist_id AND T.track_title = 'Californication';",2,0,1,12,0.423077,,,
70,"SELECT DISTINCT Artist FROM Track, Writes WHERE Writes.artist_id = Artist.artist_id AND Track.title = 'Californication'",2,0,0,3,0.0769231,,,
97,"SELECT DISTINCT Artist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
113,"SELECT DISTINCT Artist.name FROM Track, Writes, Artist WHERE Artist.artist_id = Writes.artist_id AND Writes.track_id = Track.track_id AND Track.track_title = 'Californication' ;",2,0,1,12,0.423077,,,
219,"SELECT DISTINCT Artist.name FROM Track, Writes, Artist WHERE Track.track_id = Writes.track_id AND Writes.artist_id=Artist.artist_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
296,"SELECT DISTINCT Artist.name FROM Writes, Artist, Track WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
18,"SELECT DISTINCT Artist.name, Writes.role FROM Tracks, Writes, Artist WHERE Track.track_title = 'Californication' AND Writes.track_id = Track.track_id AND Artist.artist_id = Writes.artist_id ;",2,0,0,3,0.0769231,,,
326,"SELECT DISTINCT Artist.name, role FROM Artist, Track, Writes WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication' ",2,0,1,12,0.423077,,,
112,"SELECT DISTINCT artist FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track_title = 'Californication';",2,0,1,12,0.423077,,,
109,"SELECT DISTINCT name FROM Artist A, Writes W, Track T WHERE A.artist_id = W.artist_id AND W.track_id = T.track_id AND T.track_title = 'Californication';",2,0,1,12,0.423077,,,
241,SELECT DISTINCT name FROM Artist JOIN Writes ON Writes.artist_id=Artist.artist_id JOIN Track ON Track.track_id=Writes.track_id where Track.track_title='Californication';,2,0,1,12,0.423077,,,
313,SELECT DISTINCT name FROM Artist WHERE Artist.artist_id = ( SELECT artist_id FROM Writes WHERE track_id = ( SELECT track_id FROM Track WHERE track_title = 'Californication' ) );,2,0,0,3,0.0769231,,,
304,"SELECT DISTINCT name FROM Artist, Writes, Track WHERE Artist.artist_id = Writes.artist_id AND Writes.track_id = Track.track_id AND track_title = 'Californication';",2,0,1,12,0.423077,,,
114,"SELECT DISTINCT name FROM Artist,Track WHERE track_title = 'Californication'",2,0,1,12,0.423077,,,
164,"SELECT DISTINCT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
123,"SELECT DISTINCT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
144,"SELECT DISTINCT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
39,"SELECT DISTINCT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
139,"SELECT DISTINCT name FROM Track, Writes, Artist WHERE Track.track_title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id",2,0,1,12,0.423077,,,
166,"SELECT DISTINCT name, role FROM Artist, Track, Writes WHERE (SELECT track_id FROM Track WHERE Track.track_title = 'Californication')=Writes.track_id and Artist.artist_id = Writes.artist_id;",2,0,1,12,0.423077,,,
238,"SELECT DISTINCT name, role FROM Artist, Track, Writes WHERE Artist.artist_id=Writes.artist_id AND Writes.track_id=Track.track_id AND track_title='Californication'; ",2,0,1,12,0.423077,,,
322,"SELECT DISTINCT name, role FROM Writes, Artist, Track WHERE track_title == 'Californication' AND Artist.artist_id == Writes.artist_id AND Track.track_id == Writes.track_id;",2,0,0,3,0.0769231,,,
60,"SELECT Track, Writes, Artist WHERE Track.title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,0,3,0.0769231,,,
211,"SELECT Track, Writes, Artist, WHERE Track.title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id",0,0,0,1,0,,,
294,"SELECT Track.title FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication';",2,0,0,3,0.0769231,,,
201,SELECT WHERE Track.title = 'Californication' WHERE Write.artist_id = Artist.artist_id,0,0,0,1,0,,,
310,SELECT Writes FROM Track WHERE Track.title='Calnifornication',2,0,0,3,0.0769231,,,
8,"SELECT Writes.artist_id=Artist.artist_id FROM Track, Writes, Artist WHERE Track.track_id=Writes.track_id AND Track.title='Californication';",2,0,0,3,0.0769231,,,
345,"SELECT Writes.artist_id=Artist.artist_id FROM Track, Writes, Artist Where Track.track_id=Writes.track_id AND Track.title='Californication'",2,0,0,3,0.0769231,,,
145,"SELECT Writes.artist_id=Artist.artist_id FROM Track.track_id=Writes.track_id WHERE Track.title='Californication' FROM Track,Writes,Artist",0,0,0,1,0,,,
216,SELECT Writes.artist_id=Artist.artist_id SELECT Track.track_id=Writes.track_id SELECT Track.title='Californication',0,0,0,1,0,,,
255,"SELECT a.name, w.role FROM Track t, Writes w, Artist a WHERE w.artist_id = a.artist_id AND t.track_id = w.track_id AND t.track_title = 'Californication';",2,0,1,12,0.423077,,,
349,"SELECT artist FROM Track, Writes, Artist WHERE Track.title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,0,3,0.0769231,,,
108,"SELECT artist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication'",2,0,0,3,0.0769231,,,
120,"SELECT artist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND track.track_title='Californication';",2,0,1,12,0.423077,,,
133,"SELECT artist.id FROM Track, Writes, Artist WHERE Track.title = 'Californication' AND Track.track_id = Writes.track_id;",2,0,0,3,0.0769231,,,
161,"SELECT artist.name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND track.track_title='Californication';",2,0,1,12,0.423077,,,
146,"SELECT artist.name from artist, track, writes WHERE track.track_id=writes.track_id AND artist.artist_id=writes.artist_id AND track.track_title = 'Californication';",2,0,1,12,0.423077,,,
72,SELECT artist_id FROM Album JOIN Writes JOIN Artist WHERE Track.track_id=Writes.track_id AND Track.title='Californication',0,0,0,1,0,,,
252,SELECT artist_id FROM Track UNION Writes UNION Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND title = 'Californication',0,0,0,1,0,,,
24,"SELECT artist_id FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND (Track.track_id=Writes.track_id) AND (Track.title='Californication'); ",2,0,0,3,0.0769231,,,
14,"SELECT artist_id FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.title = 'Californication';",2,0,0,3,0.0769231,,,
36,"SELECT artist_id FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication'",2,0,0,3,0.0769231,,,
94,"SELECT artist_id FROM Writes, Aritst WHERE Writes.artist_id = Artist.artist_id select artist ",0,0,0,1,0,,,
208,"SELECT artist_id FROM Writes, Artist, Track WHERE Track.title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,0,3,0.0769231,,,
136,"SELECT artist_id, track_id, title FROM Album, Track, Artist WHERE Track.track_title = 'Californication' AND Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id; ",2,0,0,3,0.0769231,,,
283,"SELECT artist_id, track_id, title FROM Writes, Artist, Track WHERE Writes.artist_id=Artist.artist_id AND (Track.track_id=Writes.track_id AND Track.title='Californication');",2,0,0,3,0.0769231,,,
303,"SELECT composer, lyricist FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication'; ",2,0,0,3,0.0769231,,,
198,"SELECT name FROM Artist A, Track T, Writes W WHERE W.artist_id = A.artist_id AND T.track_id = W.track_id AND T.track_title = 'Californication';",2,0,1,12,0.423077,,,
59,SELECT name FROM Artist WHERE Track.title='Californication';,2,0,0,3,0.0769231,,,
25,SELECT name FROM Artist WHERE Writes.artist_id = Artist.artist_id AND (Track.track_id = Writes.track_id) AND (track.title = 'Californication');,2,0,0,3,0.0769231,,,
260,"SELECT name FROM Artist, Track, Writes WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
152,"SELECT name FROM Artist, Track, Writes WHERE Track.track_title = 'Californication' AND Writes.track_id = Track.track_id AND Writes.artist_id = Artist.artist_id",2,0,1,12,0.423077,,,
103,"SELECT name FROM Artist, Track, Writes WHERE Track.track_title = 'Californication'AND Writes.track_id = Track.track_id AND Writes.artist_id = Artist.artist_id",2,0,1,12,0.423077,,,
301,"SELECT name FROM Artist, Track, Writes WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
220,"SELECT name FROM Artist, Track, Writes WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
348,"SELECT name FROM Artist, Track, Writes WHERE writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
143,"SELECT name FROM Artist, Track, Writs WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,0,3,0.0769231,,,
148,"SELECT name FROM Artist, Writes, Track WHERE Artist.artist_id=Writes.artist_id AND Writes.track_id=Track.track_id AND Track.title = 'Californication';",2,0,0,3,0.0769231,,,
335,SELECT name FROM Artists a WHERE a.artist_id=writes.artist_id AND writes.track_id=tracks.track_id AND track.title='Californication',2,0,0,3,0.0769231,,,
315,"SELECT name FROM Track, Writes WHERE Track.title='Californication' UNION Track.track_id=Writes.track_id UNION Writes.artist_id=Artist.Artist_id",0,0,0,1,0,,,
101,"SELECT name FROM Track, Writes, Artist WHERE Track.title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,0,3,0.0769231,,,
237,"SELECT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
206,"SELECT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
263,"SELECT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id = Artist.artist_id",2,0,1,12,0.423077,,,
243,"SELECT name FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,1,12,0.423077,,,
170,"SELECT name FROM Track, Writes, Artist WHERE Track.track_title='Californication' AND (track.track_id = writes.track_id AND writes.artist_id = artist.artist_id;",0,0,0,1,0,,,
227,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.title = 'Californication';",2,0,0,3,0.0769231,,,
61,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
253,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
46,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
214,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title=Californication"";""",2,0,0,3,0.0769231,,,
80,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication",0,0,0,1,0,,,
52,"SELECT name FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
27,"SELECT name FROM Track, Writes, Artist Where Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
122,"SELECT name FROM Track,Writes,Artist WHERE Track.title='Californication' AND Track.track_id=Writes.track_id AND Writes.artist_id=Artist.artist_id;",2,0,0,3,0.0769231,,,
175,"SELECT name FROM Track,Writes,Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
169,"SELECT name FROM Track,Writes,Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication';",2,0,0,3,0.0769231,,,
332,"SELECT name FROM Track,Writes,Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication';",2,0,0,3,0.0769231,,,
106,"SELECT name, role FROM Artist, Track, Writes WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
233,"SELECT name, role FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id",2,0,1,12,0.423077,,,
33,"SELECT name, role FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication';",2,0,1,12,0.423077,,,
330,"SELECT name, role FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication'; ",2,0,1,12,0.423077,,,
331,"SELECT name, role FROM Track, Writes, Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title = 'Californication'; ",2,0,1,12,0.423077,,,
64,"SELECT name, role FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
199,"SELECT name, role FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,0,1,12,0.423077,,,
129,"SELECT name, role FROM Track, Writes, Artist WHERE track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,0,1,12,0.423077,,,
6,"SELECT name, role FROM Writes W, Artist A, Track T WHERE T.track_title = 'Californication' AND T.track_id=W.track_id AND A.artist_id = W.artist_id;",2,0,1,12,0.423077,,,
149,"SELECT name, role FROM artist, writes, track WHERE artist.artist_id = writes.artist_id AND writes.track_id = track.track_id AND track.track_title = 'Californication';",2,0,1,12,0.423077,,,
325,"SELECT name,role FROM Track,Artist,Writes WHERE Artist.artist_id = Writes.artist_id AND Track.track_id=Writes.track_id AND track_title=Californication""; """,2,0,0,3,0.0769231,,,
119,"SELECT name,role FROM Track,Writes,Artist WHERE (Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication');",2,0,1,12,0.423077,,,
246,"SELECT role, name, Track.track_id, track_title FROM Track CROSS JOIN Writes CROSS JOIN Artist WHERE Writes.artist_id = Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication' ;",2,0,1,12,0.423077,,,
341,"SELECT* FROM Track, Writes, Artist WHERE Track.track_title = 'Californication' AND Track.track_id = Writes.track_id AND Writes.artist_id = Artist.artist_id;",2,2,2,27,1,,,
56,"SELECT* FROM Track, Writes, Artist WHERE Writes.artist.id=Artist.artist.id AND Track.track.id=Writes.track.id AND Track.title='Californication'",2,0,0,3,0.0769231,,,
202,"SELECT* FROM Writes, Artist, Track WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id AND Track.title = 'Califronication' ; ",2,0,0,3,0.0769231,,,
53,"SELECT* Track, Writes, Artist WHERE Track.title = 'Californicaction', Track.track_id=Writes.track_id, Writes.artist_id=Artist.artist_id;",0,0,0,1,0,,,
135,"SELECT*FROM Track, Writes, Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id = Writes.track_id AND Track.track_title='Californication';",2,2,2,27,1,,,
13,Select *,2,0,0,3,0.0769231,,,
217,"Select * FROM Artist, Track, Writes WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,2,2,27,1,,,
41,"Select * FROM Track,Writes,Artist WHERE Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title = 'Californication';",2,2,2,27,1,,,
328,"Select * FROM Writes, Artist, Track WHERE Writes.artist_id = Artist.artist_id AND Track.track_id = Writes.track_id ANDTrack.title='Californication' ;",0,0,0,1,0,,,
102,"Select * From Track, Writes, Artist Where Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.title='Californication'",2,0,0,3,0.0769231,,,
235,"Select * from Artist, Writes, Track where Writes.artist_id=Artist.artist_id AND Track.track_id=Writes.track_id AND Track.track_title='Californication';",2,2,2,27,1,,,
